0,10.0
1,10.0
2,10.0
3,10.0
5,10.0
6,10.0
8,10.0
9,10.0
11,10.0
12,10.0
13,10.0
15,10.0
17,10.0
18,10.0
19,10.0
21,10.0
22,10.0
23,10.0
25,10.0
26,10.0
27,10.0
28,10.0
29,10.0
32,10.0
33,10.0
35,10.0
36,10.0
37,10.0
38,10.0
39,10.0
40,10.0
41,10.0
42,10.0
43,10.0
46,10.0
47,10.0
48,10.0
49,10.0
50,10.0
52,10.0
53,10.0
54,10.0
55,10.0
56,10.0
57,10.0
59,10.0
60,10.0
61,10.0
63,10.0
64,10.0
65,10.0
66,10.0
67,10.0
68,10.0
69,10.0
70,10.0
71,10.0
72,10.0
73,10.0
77,10.0
78,10.0
80,10.0
81,10.0
82,10.0
83,10.0
84,10.0
85,10.0
88,10.0
90,10.0
92,10.0
93,10.0
94,10.0
95,10.0
97,10.0
98,10.0
99,10.0
100,10.0
101,10.0
102,10.0
103,10.0
104,10.0
105,10.0
106,10.0
107,10.0
108,10.0
112,10.0
114,10.0
116,10.0
117,10.0
118,10.0
119,10.0
120,10.0
135,10.0
136,10.0
137,10.0
138,10.0
139,10.0
140,10.0
141,10.0
142,10.0
143,10.0
144,10.0
145,10.0
146,10.0
148,10.0
149,10.0
150,10.0
151,10.0
152,10.0
153,10.0
154,10.0
155,10.0
156,10.0
157,10.0
159,10.0
160,10.0
161,10.0
162,10.0
163,10.0
166,10.0
167,10.0
170,10.0
171,10.0
172,10.0
173,10.0
174,10.0
176,10.0
177,10.0
195,10.0
196,10.0
197,10.0
198,10.0
199,10.0
200,10.0
201,10.0
202,10.0
203,10.0
204,10.0
205,10.0
206,10.0
208,10.0
209,10.0
210,10.0
211,10.0
213,10.0
214,10.0
215,10.0
216,10.0
217,10.0
218,10.0
219,10.0
220,10.0
221,10.0
223,10.0
224,10.0
225,10.0
227,10.0
228,10.0
229,10.0
230,10.0
231,10.0
232,10.0
233,10.0
234,10.0
235,10.0
236,10.0
238,10.0
239,10.0
240,10.0
241,10.0
242,10.0
243,10.0
244,10.0
245,10.0
248,10.0
249,10.0
250,10.0
251,10.0
252,10.0
253,10.0
254,10.0
255,10.0
256,10.0
257,10.0
258,10.0
259,10.0
260,10.0
261,10.0
262,10.0
263,10.0
264,10.0
265,10.0
266,10.0
268,10.0
269,10.0
270,10.0
271,10.0
272,10.0
273,10.0
274,10.0
275,10.0
276,10.0
277,10.0
278,10.0
279,10.0
280,10.0
281,10.0
282,10.0
283,10.0
284,10.0
285,10.0
286,10.0
287,10.0
289,10.0
290,10.0
291,10.0
292,10.0
293,10.0
295,10.0
296,10.0
297,10.0
298,10.0
299,10.0
300,10.0
301,10.0
302,10.0
303,10.0
304,10.0
305,10.0
306,10.0
307,10.0
308,10.0
309,10.0
310,10.0
312,10.0
313,10.0
314,10.0
315,10.0
317,10.0
318,10.0
319,10.0
321,10.0
322,10.0
323,10.0
324,10.0
325,10.0
326,10.0
327,10.0
328,10.0
329,10.0
330,10.0
331,10.0
332,10.0
333,10.0
334,10.0
335,10.0
336,10.0
337,10.0
338,10.0
339,10.0
340,10.0
341,10.0
342,10.0
343,10.0
344,10.0
345,10.0
346,10.0
347,10.0
348,10.0
349,10.0
350,10.0
351,10.0
352,10.0
353,10.0
354,10.0
355,10.0
356,10.0
357,10.0
358,10.0
359,10.0
360,10.0
361,10.0
362,10.0
363,10.0
364,10.0
365,10.0
366,10.0
367,10.0
368,10.0
369,10.0
370,10.0
371,10.0
372,10.0
373,10.0
374,10.0
376,10.0
377,10.0
378,10.0
789,10.0
1018,10.0
1019,10.0
1021,10.0
1022,10.0
1315,10.0
1323,10.0
1324,10.0
1327,10.0
2044,10.0
2056,10.0
2057,10.0
2060,10.0
2064,10.0
2065,10.0
2066,10.0
2090,10.0
2098,10.0
2109,10.0
2726,10.0
2728,10.0
2743,10.0
375,9.0
1105,9.0
1111,9.0
2584,9.0
2585,9.0
2596,9.0
45,9.0
207,9.0
222,9.0
782,9.0
784,9.0
786,9.0
1314,9.0
1319,9.0
2048,9.0
2101,9.0
75,9.0
86,9.0
89,9.0
237,9.0
267,9.0
87,9.0
247,9.0
58,9.0
74,9.0
1013,9.0
1017,9.0
1029,9.0
2070,9.0
2763,9.0
2764,9.0
2765,9.0
3172,9.0
62,9.0
2050,9.0
2720,9.0
14,9.0
1171,9.0
1321,9.0
7,9.0
20,9.0
24,9.0
30,9.0
175,9.0
999,9.0
1002,9.0
1005,9.0
1006,9.0
1007,9.0
1008,9.0
2058,9.0
34,9.0
1553,9.0
1555,9.0
1556,9.0
1557,9.0
2096,9.0
2106,9.0
2112,9.0
147,8.0
2299,8.0
2306,8.0
2307,8.0
294,8.0
1031,8.0
1110,8.0
1925,8.0
1930,8.0
1949,8.0
1959,8.0
2138,8.0
2527,8.0
2597,8.0
2770,8.0
110,8.0
320,8.0
1025,8.0
2093,8.0
1012,8.0
3171,8.0
2725,8.0
2732,8.0
2734,8.0
1112,8.0
4,8.0
2055,8.0
482,8.0
489,8.0
3245,8.0
785,8.0
788,8.0
2069,8.0
1316,8.0
2302,8.0
2309,8.0
2310,8.0
2097,8.0
1175,8.0
1176,8.0
2046,8.0
2153,8.0
1322,8.0
165,8.0
2068,8.0
51,8.0
226,8.0
765,8.0
775,8.0
1541,8.0
468,7.0
475,7.0
476,7.0
1960,7.0
2141,7.0
2528,7.0
2768,7.0
2771,7.0
719,7.0
726,7.0
727,7.0
733,7.0
113,7.0
1313,7.0
212,7.0
2303,7.0
3155,7.0
3170,7.0
3151,7.0
1023,7.0
2766,7.0
3173,7.0
2769,7.0
2744,7.0
1099,7.0
1955,7.0
1957,7.0
2128,7.0
3641,7.0
3647,7.0
2737,7.0
1115,7.0
2752,7.0
2490,7.0
2721,7.0
2147,7.0
2067,7.0
2312,7.0
2146,7.0
111,7.0
2047,7.0
1020,7.0
1174,7.0
2120,7.0
1992,7.0
1993,7.0
792,7.0
44,7.0
1168,7.0
2727,7.0
109,7.0
246,7.0
1539,7.0
2107,7.0
2315,7.0
158,7.0
2045,7.0
760,7.0
761,7.0
763,7.0
774,7.0
777,7.0
1538,7.0
1552,7.0
1554,7.0
995,7.0
2059,7.0
2130,7.0
1004,7.0
464,6.0
470,6.0
471,6.0
473,6.0
1940,6.0
2125,6.0
2735,6.0
2731,6.0
2049,6.0
3802,6.0
3803,6.0
3809,6.0
3810,6.0
3811,6.0
288,6.0
1921,6.0
3632,6.0
3643,6.0
1938,6.0
2594,6.0
3258,6.0
1325,6.0
1931,6.0
1937,6.0
1946,6.0
456,6.0
2051,6.0
2088,6.0
1330,6.0
1015,6.0
1950,6.0
